"TIME","GEO","GEO_LABEL","S_ADJ","NACE_R2","SIZECLAS","ISCO08","ISCO08_LABEL","INDIC_EM","Value","Flag and Footnotes"
"2017Q3","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","150,970",""
"2017Q3","RO4","Macroregiunea patru","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","238,656",""
"2017Q3","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","134,693",""
"2017Q3","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","79,450",""
"2017Q3","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","70,817",""
"2017Q3","RO41","Sud-Vest Oltenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","90,805",""
"2017Q3","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs","159,127",""
"2017Q3","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs","96,008",""
"2017Q3","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs","80,153",""
"2017Q3","RO42","Vest","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs","147,851",""
"2017Q3","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2017Q3","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2017Q3","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2017Q3","SI","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2017Q3","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2017Q3","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2017Q3","SK","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
